$/MWh,datetime
69.69,2023-02-04 05:30:00
157.62,2023-02-04 06:00:00
149.99,2023-02-04 06:30:00
72.16,2023-02-04 07:00:00
109.84,2023-02-04 07:30:00
131.33,2023-02-04 08:00:00
200.97,2023-02-04 08:30:00
95.29,2023-02-04 09:00:00
102.72,2023-02-04 09:30:00
103.24,2023-02-04 10:00:00
102.58,2023-02-04 10:30:00
118.29,2023-02-04 11:00:00
193.23,2023-02-04 11:30:00
304.25,2023-02-04 12:00:00
225.27,2023-02-04 12:30:00
227.35,2023-02-04 13:00:00
149.04,2023-02-04 13:30:00
184.5,2023-02-04 14:00:00
220.57,2023-02-04 14:30:00
192.99,2023-02-04 15:00:00
210.68,2023-02-04 15:30:00
214.91,2023-02-04 16:00:00
230.45,2023-02-04 16:30:00
230.28,2023-02-04 17:00:00
338.6,2023-02-04 17:30:00
291.77,2023-02-04 18:00:00
272.07,2023-02-04 18:30:00
213.55,2023-02-04 19:00:00
222.47,2023-02-04 19:30:00
209.85,2023-02-04 20:00:00
228.62,2023-02-04 20:30:00
336.63,2023-02-04 21:00:00
315.3,2023-02-04 21:30:00
230.07,2023-02-04 22:00:00
221.45,2023-02-04 22:30:00
219.13,2023-02-04 23:00:00
162.59,2023-02-04 23:30:00
226.38,2023-02-05 00:00:00
200.29,2023-02-05 00:30:00
168.59,2023-02-05 01:00:00
165.79,2023-02-05 01:30:00
191.71,2023-02-05 02:00:00
195.64,2023-02-05 02:30:00
166.46,2023-02-05 03:00:00
165.28,2023-02-05 03:30:00
168.29,2023-02-05 04:00:00
32.09,2023-02-05 04:30:00
103.27,2023-02-05 05:00:00
58.42,2023-02-05 05:30:00
11.99,2023-02-05 06:00:00
12.12,2023-02-05 06:30:00
6.37,2023-02-05 07:00:00
16.9,2023-02-05 07:30:00
96.62,2023-02-05 08:00:00
156.23,2023-02-05 08:30:00
92.56,2023-02-05 09:00:00
126.9,2023-02-05 09:30:00
130.63,2023-02-05 10:00:00
157.45,2023-02-05 10:30:00
189.63,2023-02-05 11:00:00
337.64,2023-02-05 11:30:00
337.53,2023-02-05 12:00:00
337.49,2023-02-05 12:30:00
241.5,2023-02-05 13:00:00
166.84,2023-02-05 13:30:00
157.6,2023-02-05 14:00:00
136.32,2023-02-05 14:30:00
133.05,2023-02-05 15:00:00
148.75,2023-02-05 15:30:00
156.3,2023-02-05 16:00:00
133.45,2023-02-05 16:30:00
195.52,2023-02-05 17:00:00
221.43,2023-02-05 17:30:00
206.18,2023-02-05 18:00:00
152.94,2023-02-05 18:30:00
172.68,2023-02-05 19:00:00
123.42,2023-02-05 19:30:00
57.33,2023-02-05 20:00:00
88.03,2023-02-05 20:30:00
227.52,2023-02-05 21:00:00
178.38,2023-02-05 21:30:00
97.91,2023-02-05 22:00:00
57.28,2023-02-05 22:30:00
95.8,2023-02-05 23:00:00
30.67,2023-02-05 23:30:00
39.07,2023-02-06 00:00:00
2.34,2023-02-06 00:30:00
12.53,2023-02-06 01:00:00
4.4,2023-02-06 01:30:00
2.84,2023-02-06 02:00:00
2.88,2023-02-06 02:30:00
2.82,2023-02-06 03:00:00
2.83,2023-02-06 03:30:00
2.53,2023-02-06 04:00:00
0.56,2023-02-06 04:30:00
0.57,2023-02-06 05:00:00
0.03,2023-02-06 05:30:00
0.21,2023-02-06 06:00:00
1.09,2023-02-06 06:30:00
1.34,2023-02-06 07:00:00
6.72,2023-02-06 07:30:00
8.52,2023-02-06 08:00:00
8.27,2023-02-06 08:30:00
59.53,2023-02-06 09:00:00
104.77,2023-02-06 09:30:00
109.33,2023-02-06 10:00:00
25.55,2023-02-06 10:30:00
47.65,2023-02-06 11:00:00
85.07,2023-02-06 11:30:00
5.35,2023-02-06 12:00:00
38.51,2023-02-06 12:30:00
11.85,2023-02-06 13:00:00
32.42,2023-02-06 13:30:00
21.05,2023-02-06 14:00:00
11.71,2023-02-06 14:30:00
107.7,2023-02-06 15:00:00
104.16,2023-02-06 15:30:00
126.03,2023-02-06 16:00:00
42.4,2023-02-06 16:30:00
112.48,2023-02-06 17:00:00
170.13,2023-02-06 17:30:00
161.31,2023-02-06 18:00:00
147.7,2023-02-06 18:30:00
100.79,2023-02-06 19:00:00
145.95,2023-02-06 19:30:00
58.65,2023-02-06 20:00:00
20.69,2023-02-06 20:30:00
94.1,2023-02-06 21:00:00
58.79,2023-02-06 21:30:00
3.83,2023-02-06 22:00:00
4.93,2023-02-06 22:30:00
115.13,2023-02-06 23:00:00
36.29,2023-02-06 23:30:00
40.59,2023-02-07 00:00:00
1.81,2023-02-07 00:30:00
2.25,2023-02-07 01:00:00
1.4,2023-02-07 01:30:00
0.54,2023-02-07 02:00:00
0.28,2023-02-07 02:30:00
0.04,2023-02-07 03:00:00
0.37,2023-02-07 03:30:00
0.1,2023-02-07 04:00:00
0.2,2023-02-07 04:30:00
3.0,2023-02-07 05:00:00
40.41,2023-02-07 05:30:00
72.04,2023-02-07 06:00:00
4.66,2023-02-07 06:30:00
84.05,2023-02-07 07:00:00
103.72,2023-02-07 07:30:00
102.47,2023-02-07 08:00:00
60.3,2023-02-07 08:30:00
96.4,2023-02-07 09:00:00
100.62,2023-02-07 09:30:00
111.61,2023-02-07 10:00:00
102.03,2023-02-07 10:30:00
120.18,2023-02-07 11:00:00
120.68,2023-02-07 11:30:00
86.95,2023-02-07 12:00:00
86.66,2023-02-07 12:30:00
86.67,2023-02-07 13:00:00
62.51,2023-02-07 13:30:00
27.58,2023-02-07 14:00:00
36.37,2023-02-07 14:30:00
57.09,2023-02-07 15:00:00
98.3,2023-02-07 15:30:00
125.53,2023-02-07 16:00:00
106.13,2023-02-07 16:30:00
198.78,2023-02-07 17:00:00
218.47,2023-02-07 17:30:00
210.04,2023-02-07 18:00:00
177.05,2023-02-07 18:30:00
101.49,2023-02-07 19:00:00
102.77,2023-02-07 19:30:00
123.77,2023-02-07 20:00:00
159.89,2023-02-07 20:30:00
182.19,2023-02-07 21:00:00
137.02,2023-02-07 21:30:00
58.27,2023-02-07 22:00:00
6.83,2023-02-07 22:30:00
28.26,2023-02-07 23:00:00
10.75,2023-02-07 23:30:00
75.43,2023-02-08 00:00:00
5.56,2023-02-08 00:30:00
1.52,2023-02-08 01:00:00
0.57,2023-02-08 01:30:00
1.52,2023-02-08 02:00:00
0.56,2023-02-08 02:30:00
0.55,2023-02-08 03:00:00
0.56,2023-02-08 03:30:00
1.15,2023-02-08 04:00:00
4.02,2023-02-08 04:30:00
96.76,2023-02-08 05:00:00
119.96,2023-02-08 05:30:00
126.81,2023-02-08 06:00:00
88.25,2023-02-08 06:30:00
172.46,2023-02-08 07:00:00
118.47,2023-02-08 07:30:00
111.68,2023-02-08 08:00:00
103.86,2023-02-08 08:30:00
70.69,2023-02-08 09:00:00
57.59,2023-02-08 09:30:00
31.27,2023-02-08 10:00:00
20.46,2023-02-08 10:30:00
17.94,2023-02-08 11:00:00
44.54,2023-02-08 11:30:00
87.3,2023-02-08 12:00:00
58.22,2023-02-08 12:30:00
54.4,2023-02-08 13:00:00
33.4,2023-02-08 13:30:00
10.26,2023-02-08 14:00:00
10.1,2023-02-08 14:30:00
9.95,2023-02-08 15:00:00
30.42,2023-02-08 15:30:00
12.9,2023-02-08 16:00:00
60.57,2023-02-08 16:30:00
45.04,2023-02-08 17:00:00
101.95,2023-02-08 17:30:00
71.88,2023-02-08 18:00:00
97.18,2023-02-08 18:30:00
71.67,2023-02-08 19:00:00
64.68,2023-02-08 19:30:00
22.4,2023-02-08 20:00:00
39.0,2023-02-08 20:30:00
74.6,2023-02-08 21:00:00
33.77,2023-02-08 21:30:00
8.28,2023-02-08 22:00:00
35.46,2023-02-08 22:30:00
5.18,2023-02-08 23:00:00
4.36,2023-02-08 23:30:00
1.37,2023-02-09 00:00:00
0.56,2023-02-09 00:30:00
0.3,2023-02-09 01:00:00
34.37,2023-02-09 01:30:00
0.59,2023-02-09 02:00:00
0.57,2023-02-09 02:30:00
0.25,2023-02-09 03:00:00
0.26,2023-02-09 03:30:00
0.22,2023-02-09 04:00:00
0.26,2023-02-09 04:30:00
3.71,2023-02-09 05:00:00
2.92,2023-02-09 05:30:00
76.81,2023-02-09 06:00:00
109.69,2023-02-09 06:30:00
145.07,2023-02-09 07:00:00
225.51,2023-02-09 07:30:00
178.39,2023-02-09 08:00:00
101.1,2023-02-09 08:30:00
133.6,2023-02-09 09:00:00
144.53,2023-02-09 09:30:00
182.79,2023-02-09 10:00:00
185.15,2023-02-09 10:30:00
211.03,2023-02-09 11:00:00
257.12,2023-02-09 11:30:00
260.44,2023-02-09 12:00:00
240.7,2023-02-09 12:30:00
164.81,2023-02-09 13:00:00
134.77,2023-02-09 13:30:00
105.86,2023-02-09 14:00:00
78.33,2023-02-09 14:30:00
3.04,2023-02-09 15:00:00
2.15,2023-02-09 15:30:00
2.14,2023-02-09 16:00:00
105.46,2023-02-09 16:30:00
69.86,2023-02-09 17:00:00
121.71,2023-02-09 17:30:00
118.68,2023-02-09 18:00:00
170.21,2023-02-09 18:30:00
153.59,2023-02-09 19:00:00
127.19,2023-02-09 19:30:00
148.16,2023-02-09 20:00:00
110.59,2023-02-09 20:30:00
180.11,2023-02-09 21:00:00
87.26,2023-02-09 21:30:00
86.65,2023-02-09 22:00:00
60.08,2023-02-09 22:30:00
125.06,2023-02-09 23:00:00
124.12,2023-02-09 23:30:00
181.82,2023-02-10 00:00:00
191.88,2023-02-10 00:30:00
145.02,2023-02-10 01:00:00
241.0,2023-02-10 01:30:00
191.28,2023-02-10 02:00:00
178.1,2023-02-10 02:30:00
119.68,2023-02-10 03:00:00
108.36,2023-02-10 03:30:00
112.05,2023-02-10 04:00:00
23.59,2023-02-10 04:30:00
124.78,2023-02-10 05:00:00
166.25,2023-02-10 05:30:00
157.89,2023-02-10 06:00:00
135.67,2023-02-10 06:30:00
161.61,2023-02-10 07:00:00
143.95,2023-02-10 07:30:00
138.51,2023-02-10 08:00:00
121.59,2023-02-10 08:30:00
80.94,2023-02-10 09:00:00
37.59,2023-02-10 09:30:00
101.63,2023-02-10 10:00:00
95.29,2023-02-10 10:30:00
102.76,2023-02-10 11:00:00
103.11,2023-02-10 11:30:00
103.52,2023-02-10 12:00:00
101.82,2023-02-10 12:30:00
148.42,2023-02-10 13:00:00
125.53,2023-02-10 13:30:00
100.88,2023-02-10 14:00:00
102.41,2023-02-10 14:30:00
99.12,2023-02-10 15:00:00
101.78,2023-02-10 15:30:00
103.07,2023-02-10 16:00:00
101.9,2023-02-10 16:30:00
156.97,2023-02-10 17:00:00
180.55,2023-02-10 17:30:00
116.93,2023-02-10 18:00:00
140.27,2023-02-10 18:30:00
124.35,2023-02-10 19:00:00
112.07,2023-02-10 19:30:00
104.17,2023-02-10 20:00:00
167.17,2023-02-10 20:30:00
183.71,2023-02-10 21:00:00
140.1,2023-02-10 21:30:00
232.05,2023-02-10 22:00:00
158.43,2023-02-10 22:30:00
169.17,2023-02-10 23:00:00
131.35,2023-02-10 23:30:00
185.97,2023-02-11 00:00:00
202.17,2023-02-11 00:30:00
175.98,2023-02-11 01:00:00
138.27,2023-02-11 01:30:00
93.9,2023-02-11 02:00:00
112.41,2023-02-11 02:30:00
105.34,2023-02-11 03:00:00
103.54,2023-02-11 03:30:00
12.69,2023-02-11 04:00:00
12.42,2023-02-11 04:30:00
93.94,2023-02-11 05:00:00
121.09,2023-02-11 05:30:00
130.56,2023-02-11 06:00:00
49.52,2023-02-11 06:30:00
92.51,2023-02-11 07:00:00
79.95,2023-02-11 07:30:00
78.35,2023-02-11 08:00:00
146.87,2023-02-11 08:30:00
144.34,2023-02-11 09:00:00
111.25,2023-02-11 09:30:00
121.46,2023-02-11 10:00:00
141.73,2023-02-11 10:30:00
96.21,2023-02-11 11:00:00
94.9,2023-02-11 11:30:00
91.23,2023-02-11 12:00:00
84.18,2023-02-11 12:30:00
61.68,2023-02-11 13:00:00
68.79,2023-02-11 13:30:00
60.07,2023-02-11 14:00:00
54.84,2023-02-11 14:30:00
79.53,2023-02-11 15:00:00
96.36,2023-02-11 15:30:00
98.94,2023-02-11 16:00:00
107.52,2023-02-11 16:30:00
130.52,2023-02-11 17:00:00
103.98,2023-02-11 17:30:00
46.73,2023-02-11 18:00:00
64.05,2023-02-11 18:30:00
11.96,2023-02-11 19:00:00
89.63,2023-02-11 19:30:00
102.55,2023-02-11 20:00:00
108.84,2023-02-11 20:30:00
133.74,2023-02-11 21:00:00
193.3,2023-02-11 21:30:00
201.7,2023-02-11 22:00:00
182.2,2023-02-11 22:30:00
168.23,2023-02-11 23:00:00
160.7,2023-02-11 23:30:00
136.91,2023-02-12 00:00:00
142.01,2023-02-12 00:30:00
59.1,2023-02-12 01:00:00
75.64,2023-02-12 01:30:00
143.19,2023-02-12 02:00:00
58.83,2023-02-12 02:30:00
4.15,2023-02-12 03:00:00
2.53,2023-02-12 03:30:00
4.14,2023-02-12 04:00:00
0.9,2023-02-12 04:30:00
1.52,2023-02-12 05:00:00
1.23,2023-02-12 05:30:00
2.74,2023-02-12 06:00:00
0.56,2023-02-12 06:30:00
3.02,2023-02-12 07:00:00
1.07,2023-02-12 07:30:00
1.16,2023-02-12 08:00:00
3.44,2023-02-12 08:30:00
11.76,2023-02-12 09:00:00
102.14,2023-02-12 09:30:00
98.63,2023-02-12 10:00:00
112.75,2023-02-12 10:30:00
111.22,2023-02-12 11:00:00
14.21,2023-02-12 11:30:00
82.38,2023-02-12 12:00:00
61.52,2023-02-12 12:30:00
56.84,2023-02-12 13:00:00
55.72,2023-02-12 13:30:00
162.54,2023-02-12 14:00:00
151.32,2023-02-12 14:30:00
145.41,2023-02-12 15:00:00
100.31,2023-02-12 15:30:00
32.99,2023-02-12 16:00:00
84.96,2023-02-12 16:30:00
33.65,2023-02-12 17:00:00
161.39,2023-02-12 17:30:00
98.09,2023-02-12 18:00:00
102.29,2023-02-12 18:30:00
65.92,2023-02-12 19:00:00
51.15,2023-02-12 19:30:00
58.69,2023-02-12 20:00:00
77.85,2023-02-12 20:30:00
94.59,2023-02-12 21:00:00
102.01,2023-02-12 21:30:00
65.45,2023-02-12 22:00:00
22.1,2023-02-12 22:30:00
5.91,2023-02-12 23:00:00
5.29,2023-02-12 23:30:00
72.54,2023-02-13 00:00:00
37.98,2023-02-13 00:30:00
7.06,2023-02-13 01:00:00
2.5,2023-02-13 01:30:00
4.4,2023-02-13 02:00:00
1.95,2023-02-13 02:30:00
1.16,2023-02-13 03:00:00
1.2,2023-02-13 03:30:00
1.73,2023-02-13 04:00:00
3.77,2023-02-13 04:30:00
21.87,2023-02-13 05:00:00
23.63,2023-02-13 05:30:00
3.99,2023-02-13 06:00:00
21.93,2023-02-13 06:30:00
66.97,2023-02-13 07:00:00
24.47,2023-02-13 07:30:00
95.05,2023-02-13 08:00:00
131.15,2023-02-13 08:30:00
125.75,2023-02-13 09:00:00
101.5,2023-02-13 09:30:00
87.56,2023-02-13 10:00:00
71.02,2023-02-13 10:30:00
73.85,2023-02-13 11:00:00
91.43,2023-02-13 11:30:00
105.7,2023-02-13 12:00:00
89.25,2023-02-13 12:30:00
98.92,2023-02-13 13:00:00
97.7,2023-02-13 13:30:00
95.2,2023-02-13 14:00:00
60.0,2023-02-13 14:30:00
62.66,2023-02-13 15:00:00
83.69,2023-02-13 15:30:00
23.99,2023-02-13 16:00:00
57.87,2023-02-13 16:30:00
74.89,2023-02-13 17:00:00
91.14,2023-02-13 17:30:00
93.31,2023-02-13 18:00:00
98.92,2023-02-13 18:30:00
31.31,2023-02-13 19:00:00
23.25,2023-02-13 19:30:00
35.43,2023-02-13 20:00:00
15.62,2023-02-13 20:30:00
10.73,2023-02-13 21:00:00
4.99,2023-02-13 21:30:00
2.69,2023-02-13 22:00:00
6.59,2023-02-13 22:30:00
22.26,2023-02-13 23:00:00
41.46,2023-02-13 23:30:00
7.31,2023-02-14 00:00:00
3.0,2023-02-14 00:30:00
82.96,2023-02-14 01:00:00
131.74,2023-02-14 01:30:00
41.05,2023-02-14 02:00:00
56.82,2023-02-14 02:30:00
20.92,2023-02-14 03:00:00
20.76,2023-02-14 03:30:00
21.79,2023-02-14 04:00:00
2.6,2023-02-14 04:30:00
14.32,2023-02-14 05:00:00
34.8,2023-02-14 05:30:00
9.39,2023-02-14 06:00:00
5.7,2023-02-14 06:30:00
18.5,2023-02-14 07:00:00
7.98,2023-02-14 07:30:00
12.55,2023-02-14 08:00:00
15.97,2023-02-14 08:30:00
16.03,2023-02-14 09:00:00
19.46,2023-02-14 09:30:00
39.2,2023-02-14 10:00:00
10.45,2023-02-14 10:30:00
8.09,2023-02-14 11:00:00
10.46,2023-02-14 11:30:00
11.04,2023-02-14 12:00:00
10.78,2023-02-14 12:30:00
10.74,2023-02-14 13:00:00
8.53,2023-02-14 13:30:00
5.72,2023-02-14 14:00:00
2.6,2023-02-14 14:30:00
2.42,2023-02-14 15:00:00
6.39,2023-02-14 15:30:00
17.98,2023-02-14 16:00:00
62.93,2023-02-14 16:30:00
78.36,2023-02-14 17:00:00
189.4,2023-02-14 17:30:00
141.48,2023-02-14 18:00:00
174.51,2023-02-14 18:30:00
74.0,2023-02-14 19:00:00
61.85,2023-02-14 19:30:00
76.32,2023-02-14 20:00:00
88.15,2023-02-14 20:30:00
100.92,2023-02-14 21:00:00
44.34,2023-02-14 21:30:00
38.16,2023-02-14 22:00:00
58.9,2023-02-14 22:30:00
126.08,2023-02-14 23:00:00
89.03,2023-02-14 23:30:00
137.4,2023-02-15 00:00:00
132.46,2023-02-15 00:30:00
77.36,2023-02-15 01:00:00
63.27,2023-02-15 01:30:00
49.93,2023-02-15 02:00:00
129.85,2023-02-15 02:30:00
153.08,2023-02-15 03:00:00
144.17,2023-02-15 03:30:00
152.33,2023-02-15 04:00:00
108.78,2023-02-15 04:30:00
194.42,2023-02-15 05:00:00
214.92,2023-02-15 05:30:00
153.58,2023-02-15 06:00:00
184.96,2023-02-15 06:30:00
248.39,2023-02-15 07:00:00
281.58,2023-02-15 07:30:00
282.34,2023-02-15 08:00:00
194.22,2023-02-15 08:30:00
229.67,2023-02-15 09:00:00
163.08,2023-02-15 09:30:00
193.3,2023-02-15 10:00:00
209.82,2023-02-15 10:30:00
208.37,2023-02-15 11:00:00
176.39,2023-02-15 11:30:00
209.17,2023-02-15 12:00:00
134.96,2023-02-15 12:30:00
125.14,2023-02-15 13:00:00
105.31,2023-02-15 13:30:00
105.29,2023-02-15 14:00:00
90.97,2023-02-15 14:30:00
107.54,2023-02-15 15:00:00
76.16,2023-02-15 15:30:00
112.08,2023-02-15 16:00:00
217.21,2023-02-15 16:30:00
199.63,2023-02-15 17:00:00
250.38,2023-02-15 17:30:00
187.76,2023-02-15 18:00:00
235.02,2023-02-15 18:30:00
227.94,2023-02-15 19:00:00
268.99,2023-02-15 19:30:00
279.45,2023-02-15 20:00:00
281.42,2023-02-15 20:30:00
336.39,2023-02-15 21:00:00
276.28,2023-02-15 21:30:00
148.82,2023-02-15 22:00:00
48.48,2023-02-15 22:30:00
47.15,2023-02-15 23:00:00
9.44,2023-02-15 23:30:00
78.6,2023-02-16 00:00:00
133.34,2023-02-16 00:30:00
109.3,2023-02-16 01:00:00
140.12,2023-02-16 01:30:00
129.63,2023-02-16 02:00:00
152.52,2023-02-16 02:30:00
163.96,2023-02-16 03:00:00
183.79,2023-02-16 03:30:00
226.19,2023-02-16 04:00:00
222.47,2023-02-16 04:30:00
212.43,2023-02-16 05:00:00
216.01,2023-02-16 05:30:00
146.57,2023-02-16 06:00:00
156.27,2023-02-16 06:30:00
207.77,2023-02-16 07:00:00
226.26,2023-02-16 07:30:00
233.72,2023-02-16 08:00:00
191.03,2023-02-16 08:30:00
173.6,2023-02-16 09:00:00
161.24,2023-02-16 09:30:00
279.5,2023-02-16 10:00:00
226.3,2023-02-16 10:30:00
251.99,2023-02-16 11:00:00
241.73,2023-02-16 11:30:00
253.76,2023-02-16 12:00:00
257.45,2023-02-16 12:30:00
184.27,2023-02-16 13:00:00
85.46,2023-02-16 13:30:00
131.34,2023-02-16 14:00:00
124.59,2023-02-16 14:30:00
129.11,2023-02-16 15:00:00
184.53,2023-02-16 15:30:00
123.19,2023-02-16 16:00:00
93.62,2023-02-16 16:30:00
115.09,2023-02-16 17:00:00
189.98,2023-02-16 17:30:00
254.36,2023-02-16 18:00:00
271.17,2023-02-16 18:30:00
268.87,2023-02-16 19:00:00
276.37,2023-02-16 19:30:00
278.07,2023-02-16 20:00:00
279.6,2023-02-16 20:30:00
274.77,2023-02-16 21:00:00
267.27,2023-02-16 21:30:00
218.9,2023-02-16 22:00:00
221.94,2023-02-16 22:30:00
244.31,2023-02-16 23:00:00
215.15,2023-02-16 23:30:00
191.29,2023-02-17 00:00:00
195.35,2023-02-17 00:30:00
182.07,2023-02-17 01:00:00
206.22,2023-02-17 01:30:00
186.85,2023-02-17 02:00:00
174.0,2023-02-17 02:30:00
174.26,2023-02-17 03:00:00
180.76,2023-02-17 03:30:00
174.82,2023-02-17 04:00:00
197.17,2023-02-17 04:30:00
178.06,2023-02-17 05:00:00
219.7,2023-02-17 05:30:00
234.02,2023-02-17 06:00:00
242.32,2023-02-17 06:30:00
248.26,2023-02-17 07:00:00
300.17,2023-02-17 07:30:00
286.41,2023-02-17 08:00:00
279.77,2023-02-17 08:30:00
279.27,2023-02-17 09:00:00
230.78,2023-02-17 09:30:00
206.34,2023-02-17 10:00:00
206.45,2023-02-17 10:30:00
169.41,2023-02-17 11:00:00
185.72,2023-02-17 11:30:00
179.5,2023-02-17 12:00:00
238.73,2023-02-17 12:30:00
243.27,2023-02-17 13:00:00
227.29,2023-02-17 13:30:00
161.43,2023-02-17 14:00:00
241.42,2023-02-17 14:30:00
218.5,2023-02-17 15:00:00
219.2,2023-02-17 15:30:00
228.92,2023-02-17 16:00:00
200.46,2023-02-17 16:30:00
215.46,2023-02-17 17:00:00
251.95,2023-02-17 17:30:00
263.73,2023-02-17 18:00:00
269.02,2023-02-17 18:30:00
258.6,2023-02-17 19:00:00
260.52,2023-02-17 19:30:00
261.14,2023-02-17 20:00:00
262.47,2023-02-17 20:30:00
273.59,2023-02-17 21:00:00
287.25,2023-02-17 21:30:00
240.16,2023-02-17 22:00:00
216.7,2023-02-17 22:30:00
193.68,2023-02-17 23:00:00
242.65,2023-02-17 23:30:00
280.17,2023-02-18 00:00:00
263.15,2023-02-18 00:30:00
250.02,2023-02-18 01:00:00
260.56,2023-02-18 01:30:00
258.5,2023-02-18 02:00:00
238.62,2023-02-18 02:30:00
241.88,2023-02-18 03:00:00
236.36,2023-02-18 03:30:00
235.85,2023-02-18 04:00:00
200.47,2023-02-18 04:30:00
239.7,2023-02-18 05:00:00
208.76,2023-02-18 05:30:00
197.68,2023-02-18 06:00:00
216.0,2023-02-18 06:30:00
145.78,2023-02-18 07:00:00
228.4,2023-02-18 07:30:00
264.29,2023-02-18 08:00:00
260.52,2023-02-18 08:30:00
261.74,2023-02-18 09:00:00
267.96,2023-02-18 09:30:00
275.23,2023-02-18 10:00:00
259.04,2023-02-18 10:30:00
243.74,2023-02-18 11:00:00
229.84,2023-02-18 11:30:00
243.29,2023-02-18 12:00:00
223.04,2023-02-18 12:30:00
217.89,2023-02-18 13:00:00
220.22,2023-02-18 13:30:00
215.83,2023-02-18 14:00:00
220.06,2023-02-18 14:30:00
220.28,2023-02-18 15:00:00
212.27,2023-02-18 15:30:00
206.1,2023-02-18 16:00:00
206.82,2023-02-18 16:30:00
213.72,2023-02-18 17:00:00
252.24,2023-02-18 17:30:00
245.41,2023-02-18 18:00:00
257.22,2023-02-18 18:30:00
244.12,2023-02-18 19:00:00
278.26,2023-02-18 19:30:00
253.99,2023-02-18 20:00:00
254.33,2023-02-18 20:30:00
268.55,2023-02-18 21:00:00
244.87,2023-02-18 21:30:00
244.34,2023-02-18 22:00:00
198.16,2023-02-18 22:30:00
236.27,2023-02-18 23:00:00
264.43,2023-02-18 23:30:00
284.37,2023-02-19 00:00:00
277.91,2023-02-19 00:30:00
274.13,2023-02-19 01:00:00
261.23,2023-02-19 01:30:00
232.32,2023-02-19 02:00:00
231.72,2023-02-19 02:30:00
231.37,2023-02-19 03:00:00
221.55,2023-02-19 03:30:00
180.72,2023-02-19 04:00:00
180.6,2023-02-19 04:30:00
231.65,2023-02-19 05:00:00
232.06,2023-02-19 05:30:00
213.85,2023-02-19 06:00:00
209.84,2023-02-19 06:30:00
83.66,2023-02-19 07:00:00
147.92,2023-02-19 07:30:00
196.84,2023-02-19 08:00:00
235.74,2023-02-19 08:30:00
218.63,2023-02-19 09:00:00
226.64,2023-02-19 09:30:00
226.78,2023-02-19 10:00:00
160.67,2023-02-19 10:30:00
211.44,2023-02-19 11:00:00
158.13,2023-02-19 11:30:00
202.04,2023-02-19 12:00:00
210.2,2023-02-19 12:30:00
204.0,2023-02-19 13:00:00
222.78,2023-02-19 13:30:00
209.61,2023-02-19 14:00:00
222.12,2023-02-19 14:30:00
233.31,2023-02-19 15:00:00
224.85,2023-02-19 15:30:00
212.59,2023-02-19 16:00:00
163.84,2023-02-19 16:30:00
223.83,2023-02-19 17:00:00
272.49,2023-02-19 17:30:00
285.38,2023-02-19 18:00:00
282.21,2023-02-19 18:30:00
266.29,2023-02-19 19:00:00
247.97,2023-02-19 19:30:00
259.09,2023-02-19 20:00:00
271.53,2023-02-19 20:30:00
272.05,2023-02-19 21:00:00
256.58,2023-02-19 21:30:00
234.64,2023-02-19 22:00:00
160.84,2023-02-19 22:30:00
198.16,2023-02-19 23:00:00
241.67,2023-02-19 23:30:00
240.24,2023-02-20 00:00:00
218.53,2023-02-20 00:30:00
183.72,2023-02-20 01:00:00
159.82,2023-02-20 01:30:00
162.55,2023-02-20 02:00:00
176.37,2023-02-20 02:30:00
194.57,2023-02-20 03:00:00
212.88,2023-02-20 03:30:00
233.17,2023-02-20 04:00:00
207.72,2023-02-20 04:30:00
227.73,2023-02-20 05:00:00
204.37,2023-02-20 05:30:00
194.24,2023-02-20 06:00:00
239.12,2023-02-20 06:30:00
226.41,2023-02-20 07:00:00
272.01,2023-02-20 07:30:00
278.12,2023-02-20 08:00:00
282.31,2023-02-20 08:30:00
248.61,2023-02-20 09:00:00
246.38,2023-02-20 09:30:00
252.59,2023-02-20 10:00:00
241.7,2023-02-20 10:30:00
245.43,2023-02-20 11:00:00
249.68,2023-02-20 11:30:00
248.02,2023-02-20 12:00:00
260.5,2023-02-20 12:30:00
256.18,2023-02-20 13:00:00
254.98,2023-02-20 13:30:00
274.22,2023-02-20 14:00:00
279.07,2023-02-20 14:30:00
282.06,2023-02-20 15:00:00
278.43,2023-02-20 15:30:00
281.39,2023-02-20 16:00:00
283.64,2023-02-20 16:30:00
284.71,2023-02-20 17:00:00
336.77,2023-02-20 17:30:00
338.65,2023-02-20 18:00:00
330.18,2023-02-20 18:30:00
305.11,2023-02-20 19:00:00
299.08,2023-02-20 19:30:00
286.32,2023-02-20 20:00:00
314.95,2023-02-20 20:30:00
333.3,2023-02-20 21:00:00
320.49,2023-02-20 21:30:00
253.16,2023-02-20 22:00:00
224.74,2023-02-20 22:30:00
195.67,2023-02-20 23:00:00
113.23,2023-02-20 23:30:00
62.5,2023-02-21 00:00:00
186.52,2023-02-21 00:30:00
224.96,2023-02-21 01:00:00
161.66,2023-02-21 01:30:00
133.83,2023-02-21 02:00:00
109.83,2023-02-21 02:30:00
111.17,2023-02-21 03:00:00
110.81,2023-02-21 03:30:00
41.9,2023-02-21 04:00:00
80.09,2023-02-21 04:30:00
96.21,2023-02-21 05:00:00
165.67,2023-02-21 05:30:00
156.96,2023-02-21 06:00:00
194.62,2023-02-21 06:30:00
148.79,2023-02-21 07:00:00
208.13,2023-02-21 07:30:00
162.45,2023-02-21 08:00:00
