Trading_Date,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
2018-01-11,201.7893850101909,201.00687165963504,196.90723487325118,190.6269513092975,192.40449154927708,193.14506910790263,196.26433345278323,189.763227934169,187.32002376614386,188.28429044924175,190.4899783638313,190.59009753646413,186.34690828564123,187.8582870147824,179.87584274628145,175.26338654821885,170.44306578485336,167.65658422464315,165.6478899750421,165.00242105397268,165.88889724808,166.2928462148731,165.45112342707833,166.54631610675952,166.2011079188499,166.61122101200283,167.1968994935126,169.27452020296823,167.5074970184798,166.03970333003008,166.5374561724524,165.775958473946,166.05442775463436,165.2746215217055,166.0902770186298,165.48005779342364,167.98108078915394,169.16513208407392,173.29924362317064,176.80708129223757,180.4347971185703,181.45330967663915,181.30409530634708,184.61108628711924,182.7353780449527,198.18661874642126,201.64079453711517,202.35450226897373
2018-01-12,200.90012951410588,199.3437440030739,188.7408055991167,173.96073949054323,172.03856918515274,171.87360008533753,174.26103984338638,164.77363997590874,162.49693840113102,160.64934911477596,167.57285348120126,166.87942274184218,174.06040924422797,182.60250785527802,180.24276263209723,174.74918891363072,171.82588994811036,164.43453147629452,162.3838706145831,161.38655225800463,163.61172825022032,164.62771959336342,164.09066548512482,164.55219786250575,164.95471737114522,164.9854039900807,164.6795633567504,164.81503115605696,163.69457341648481,164.85198293303966,168.8681153590933,170.69959041798802,171.25228573738175,171.11896789839435,173.05793196581595,172.37164331647733,173.70475931975582,176.102033400554,170.4518333973781,171.6466191884332,178.22978425711227,174.10011001333018,166.05581196053646,154.56413523709062,146.74684841266847,162.37946726914316,172.5611198041393,174.9297604375335
2018-01-13,171.26904272102266,182.1672935988215,176.88912708884635,180.86574552664177,174.35558547258253,174.22988110083483,179.389900911766,177.52375007045785,173.97125806936262,173.7906604542118,169.00181140942232,169.2677576047839,163.75474959253023,168.25676728335884,166.6890518239409,168.25310738022134,167.04576747606012,169.534850107301,166.92252370396352,167.5286862449074,166.6606236080252,167.0591838736707,159.17398567351884,159.82360540611066,158.88238797037533,159.77346573175677,160.81630668445368,161.97562405596315,163.56123984332592,163.3819513262168,162.68176379068785,162.24228807184636,160.71941741484514,160.18401031383473,159.4725717914329,157.9087402471785,158.8978506508117,160.43525175181122,163.75690992796953,167.49560411993278,170.17190313585624,171.44624570071855,169.01393658820524,160.75933855052074,161.73449965084725,165.87421913014907,162.32742794143715,166.1327111385149
2018-01-14,171.87586262823112,173.6418432928152,176.74358858468005,171.61271104041734,176.51783817993024,181.3549580308327,178.8628982039684,175.40919236492576,166.4028614970571,167.48424854563294,168.2174016446919,169.41240362961577,162.77069538326285,162.85021691398302,166.46969586379882,161.88708071610841,161.18453452193802,159.93631515842281,160.62506721586263,157.14577429450108,165.94598920169543,167.8723538777161,167.64087723394246,167.2722691078265,169.18211326653093,170.30664623064197,180.90976076751195,184.9921565824253,185.27984556927024,183.98984667427462,182.55887592210843,162.25496261399198,159.21397539375909,157.2553604629123,155.5285373942021,153.40793686982673,153.0753581265161,155.4527299249741,157.53220728623776,159.95490355693812,170.13875704250776,173.00384266372504,172.8784702216555,174.6534941818189,179.57420361295692,185.38698886072603,185.204709514449,190.0509401201564
2018-01-15,179.32066465870787,182.53041342897268,188.7045184190676,190.65191460021953,192.21901023100753,190.26698342690082,189.72145157112107,190.41402636586534,190.96989295350238,183.93203970317316,182.37747922474426,180.9866650537047,176.06050457179165,175.288815853674,165.64393533269444,150.23891846204793,151.11181162451302,150.8776923838851,151.14646065392185,153.32487962897036,152.208921858875,151.57140858898327,149.42070774440162,147.46222675675807,148.16851268732512,158.90460991483812,159.0418301794417,159.9617762395774,159.92550309923303,159.8723445951713,159.51219838969934,156.8942279728275,146.92809598755198,145.9905183634079,147.3266869171362,147.9257944147791,151.11764294005872,152.46066180774082,156.2607075596181,160.5418962234011,164.49853793381126,165.19885651930747,164.84502437167393,167.3274396453648,174.14519114330065,181.87754345321474,183.2921302727643,191.34898935311938
2018-01-16,189.96512153248216,194.32891139103327,196.92634502449965,194.15738363010206,189.39190349697256,190.44477125132454,191.5284213624538,195.9713169734471,195.82047992361336,190.6291676266936,185.32733477375783,180.3524736825318,180.2933965134767,176.3005581165529,165.97505197594745,157.26103062743687,152.8640650052729,150.64893849635766,148.4035461246486,147.4783184968652,147.97962997106748,147.7124230336383,148.32741566604975,148.20246207348822,148.00754011548426,148.56627033649107,148.0958357706049,148.5381469975781,150.18026978332344,153.19243037976645,153.4512606334366,152.8265230703875,152.24577071301172,151.89615176082503,149.67198362335418,149.7465165481031,151.76201099498093,152.03413215669627,156.23226898697,158.99858943593017,162.40335549890747,163.06964565571633,163.7090945003014,164.57664484808063,170.60783607582218,178.7578421305211,184.29526817351734,192.60350946449338
2018-01-17,189.48821941779744,191.77924764133087,191.8920723436776,195.7495339659057,196.84741611681966,198.54469628307447,200.85679029508384,201.4303869727483,202.62684665229688,195.86182245872322,190.16120309340695,183.58257468568593,178.47139450381593,170.22501213573585,159.7365268949638,151.7769769627272,152.17173288836815,150.97177092993402,149.71906028300663,149.79013968146347,148.92653377089866,148.82892799766896,150.38227918168724,149.1844932503427,149.34434840069272,148.1474801361841,147.0102048987423,147.4516118930812,147.32364586426698,146.88084008558107,146.70756149816947,146.46560900439948,146.55661181682123,146.54536345192054,147.80737800576262,146.54279834547137,149.85055921754645,150.80180612633734,154.31657640839836,158.334339293523,161.6782610265975,162.3642196230412,163.44098601981176,164.87177757340518,171.28715129875079,178.88422603844162,185.3474690653993,192.95504438605298
2018-01-18,195.44275607952343,200.05370888902004,202.1257642815629,204.79800220550058,207.2799299237675,207.5208648040386,207.89912564898876,209.8133371849024,209.29970061581773,203.7111616267981,200.91728506774538,192.36757822149252,184.97159331479128,173.824956864813,161.78529811763315,155.336038703008,152.0944159647403,151.25050608749146,150.3712345736223,149.76111099296352,150.36053211149903,150.74985257466537,150.21230314974437,149.83372527270998,148.79632770251365,147.6603268964903,147.979050138988,149.44908070011937,149.45466884125025,148.70994075813195,149.36151774889993,149.07721346413734,148.61507134061418,148.96390138461805,150.15410170306436,148.53125146500884,150.92342192087736,152.40461547517185,155.56992541816786,158.9030406773267,162.10627888399202,163.46870262431287,164.35225417416254,167.95864619237628,175.37171179464573,182.20842080814208,186.31444419331862,194.4753602618052
2018-01-19,193.23100215120354,196.19467342227344,195.04299243229883,197.5136112607566,199.86396550466867,202.0689551891282,200.02499056905557,199.8558290458295,199.43052463731357,195.03873500426744,189.76721654399287,188.28239175110923,172.88627198026157,166.42743227916193,155.56761563678901,148.74023649179932,145.0609800660721,143.4371596629539,142.8792225762904,142.59491702230997,142.74055714720734,141.80378470667782,142.36966098814202,143.41517381957914,143.74209466232278,144.88671192609277,144.57847019793894,145.0605788393774,144.7870101678536,145.01206626457312,144.3371000504191,144.69115006950852,145.2088253978189,145.40927545171542,147.17795826871148,148.1998556661763,150.29188530744395,152.39209970424753,153.33578407365744,157.38710024585907,162.56098800827314,163.66215432520403,162.99224480443527,165.0186089171811,169.61449632429492,174.68349061785332,178.66984805765694,186.29019852460195
2018-01-20,188.7713761217893,194.91965144002822,195.7841266422012,196.1917408064276,197.93679736938472,196.7488280131028,199.34898488965317,200.25821202607116,203.69188612662782,189.11333679970068,178.38221919761895,184.0291552280201,182.78521908400128,183.40246404504452,178.34641305741508,177.49340929001386,170.06507493774896,166.71946914620588,160.44935415154802,158.50211432553095,158.8615712846151,159.27754441096565,160.33060104362048,160.9541600708213,159.0640569802814,161.76042088847632,158.0787563221787,159.3122629933175,158.69320375516642,159.32833852121567,158.53290683242372,158.24239328424366,158.48283998983825,155.0538183710936,155.9511659371588,155.74443685682385,154.6961034622391,154.89184405721,157.8442227958489,158.5161975698622,163.5680304610406,165.09074400091035,165.1070524773805,165.3370021871747,166.8040924925897,165.88934889406596,170.31514282713286,173.84316529349834
2018-01-21,176.7132880893738,183.65526755134977,184.59198198285569,180.53665461054064,182.1934913535804,183.0539408145219,183.41820616916152,183.37110240584988,175.8690873098801,168.20279987616462,166.238645869576,169.1818944041574,170.46010628727555,173.836965854252,174.69737439177342,176.05754550563032,170.37279013312306,168.8878007801273,163.1552018173943,160.15058738832795,158.92886269542913,159.6130246746831,159.10943271027602,159.6644706767632,161.61395400278738,161.99000962425362,160.42734730734048,157.0600496600877,161.10576568523587,162.0138928348957,158.3745540574184,158.11461804124903,158.1034112775582,158.3126067266779,159.08998619816217,159.10088105445973,159.01617770066062,160.25021436051168,165.67516580248804,162.1473827284044,163.19563686689537,164.05432347871857,162.12662136136072,163.24546694874851,170.52851132647484,175.46702856736906,177.95899414569155,179.6510474195215
2018-01-22,181.47933436644865,186.40941699796912,187.1970712417746,186.7219251080279,188.9755636050275,188.92635137969845,186.04448657081534,191.83823677085886,187.73195637661308,178.73624431067554,180.7161555556508,179.60902241052463,169.7223596572209,173.91692512336218,163.45548146629974,157.17320387352663,157.34613944369713,155.57284409337322,153.3677506843758,152.13289708809265,151.32835019407057,151.35784150073906,151.71375637008782,151.10449987334442,150.8775872316607,151.29621852159553,151.43932469665188,151.27279743671974,151.2193798041873,150.72620804818362,150.07745883137062,148.81852696582908,148.5746082636275,148.15051473470854,148.2484220857405,147.49379973639603,149.26798961646358,150.72466417990822,153.72302135306197,156.8267378797577,160.23058933186272,159.9702321191342,159.71046754352747,163.3174259634173,169.85969468501148,177.08953784033562,180.91144212566076,185.80194122792375
2018-01-23,192.60649595789988,198.61734763861855,192.2149038401826,190.91125178222458,191.67293412041406,195.88164969335344,198.05643751168083,201.59943283565224,203.13284387126845,199.68244474951535,199.61413585173295,200.9571371477605,201.66671290744605,188.39033038809126,172.48804730901202,168.00516489195138,164.6975743303515,164.6308835240247,164.71550019359256,170.45538503065228,171.51055451449236,168.6858279686548,167.7593375756893,166.92308981903213,166.6013593245786,166.43788852439437,172.90205887293934,175.02714630910558,175.1678213667628,173.34399407797474,172.58218313086402,171.43985289622012,171.36971290263105,172.84166504651517,174.60492475886858,174.93639540438178,176.04405364989177,179.58951135343284,183.42819294182692,188.76063154660443,192.26959651178407,191.916217307996,190.10449009575117,196.00204156465585,193.92985513257736,197.89521178846712,202.45842808006546,208.5339186315172
2018-01-24,215.44979907405525,211.61049683085082,208.09585431381944,208.58976584593233,205.159571774229,201.26899210399696,200.828509904634,202.72999743174896,201.0495891019502,190.24745989607146,185.34496638269448,188.48839762160358,191.4490069805583,199.8103000784994,187.00751649932636,179.24489827314852,179.02952659135462,178.07374993115982,177.27816828722425,176.71777061084603,175.99484407810706,173.75465699354496,172.81117735142675,172.39838350131632,173.45358720699306,173.60875341753913,172.4957012950765,171.56819467338607,167.40534061389238,166.0532756246553,165.70165560610334,164.93824558331497,164.06586056987678,172.6961355247585,177.08453408122438,177.81470192970542,181.14628987607256,189.45915767546654,194.12181765729426,200.54186439040691,202.70913351179547,198.722449164479,198.11293705647816,201.49416147238026,211.36560618320763,220.07682474021064,220.76198597290295,218.85895008245126
2018-01-25,216.27267740632712,216.8637880550989,214.12546139640415,210.63812867148263,206.09422817565294,208.2045603439463,206.2595955441231,210.67470019767433,198.97643055243944,194.08950443442717,201.66989439110577,209.1511877898513,212.45999686898733,209.5935734673148,194.8649456400808,194.25880081656126,193.43547219662227,193.89380711217527,194.7205394526333,194.22542065930526,193.98933952422567,192.83182804002465,194.78306902510866,195.18719124004093,195.00510437976433,195.58698078335382,194.21368635171163,194.53461888451358,193.77084031702114,193.3209457747173,192.259132136782,191.82892606377038,191.36790906790313,191.30024481212246,190.19677256461023,190.95896429455243,191.77390983916868,193.09869670258115,192.54502764311363,189.61722271393785,190.42565300625014,192.9689060840393,192.63647416859104,192.233583892715,200.4118104058807,210.32588716654524,215.67084084196074,217.93685320147037
2018-01-26,230.8188666206878,229.88424235893675,217.30481046375903,210.49351082160248,211.1555573492809,210.5415344729386,210.11510689980184,212.02242198846102,211.26425238633988,197.81062155440074,202.10602187206285,208.33239829336705,216.32474303074937,213.19759722766986,202.52649571089435,197.8502967072738,191.73916778820214,194.88011056221356,195.0565089065978,194.27305938611224,194.22798990062213,193.2976461219872,191.0318817765561,191.36379122195225,189.6950266942455,189.0170157884962,190.25371438845372,194.13323730443494,194.00997943459933,194.64143593423032,188.69821672546826,188.30552550258236,188.17311798570697,190.51121497519134,192.7673556300882,193.76442922064675,193.61348062930057,193.4322012093118,194.998582444942,198.5152641716817,198.0171016969895,199.03703669322456,198.0932659322966,206.58233047680562,209.26603123598636,215.32405007738066,217.38675869429736,222.949837776526
2018-01-27,233.55682793218114,234.0518542319963,230.04846971016033,235.65271272977645,235.496924123166,219.07528906243513,214.88061028557047,222.6995656752503,225.38790168247746,208.16894111821426,202.3978213462397,203.96034119911926,204.33342955165696,213.48613240097387,215.90961675243025,220.63883680621203,219.0672432893561,211.93292539046797,209.3773481302807,209.35820879659073,207.47206009055256,210.7070746498519,211.10777848575214,208.6398816918307,209.59424436823008,210.47638397442856,211.23086511614542,213.15026968357765,213.63604847808946,205.01454008522745,199.5603054587354,198.6217490117671,193.08041719187258,192.0056921266341,194.15560740374727,196.0978074816201,199.35921330181176,200.8745875220752,199.4296491542588,195.49968058079295,198.06864324821677,197.8261411928262,197.16099771143473,200.21746004765268,205.17302241410098,216.28558937380316,222.3263265551534,231.05441359157297
2018-01-28,211.72007677815623,196.1720574898353,185.65711683789527,187.07349903126993,186.6985810317487,188.0806129813561,187.83902203147198,189.0988836583287,186.85701545978637,181.16893074016667,179.07843160728524,175.61527149128057,175.8131594181943,174.20224868711466,176.08200022493017,176.37944058306988,187.00800490933764,195.238799865263,193.25087419600433,188.97088823640462,178.93838705884957,166.2943012060034,165.17329910263163,163.73598594755012,164.7512124730119,164.63821301076035,164.1689595902298,165.12365695918427,164.84312444787076,163.93232474089703,164.62619622596392,162.28406732833284,161.21948719161733,159.58080515787194,158.0598256537681,159.2378081307925,156.41187718338233,156.57007641182838,157.34436513432254,162.12014107924807,164.05323239592855,164.2776522525102,166.6304026544014,169.33547882107678,174.30125190330386,179.0033237943722,180.47593899036286,180.54412792611603
2018-01-29,186.05313423165387,192.15314794130444,197.49988068394018,201.88554258794923,200.88229871879375,199.21321353974386,195.64396734234464,201.41928569449692,198.33060041798413,191.71400355759098,188.61446474974005,191.11819101718453,189.11836720451143,200.7160223048743,206.71547768590975,215.49406716291065,210.7212283466046,204.70351572452216,201.3983162889937,199.0688939921499,198.28809189255824,194.77902131548686,190.06147524464762,184.87780769182876,181.55414084093542,173.46089610574535,162.828524837868,160.94355503776174,160.83659878614333,160.909984139909,159.6792507868999,161.4027184050387,160.66169523957598,160.04471322000865,159.88571541002233,158.91037670533512,158.71070070201824,161.27556880550785,164.01035107038996,165.09113095751758,164.97325268209602,164.7556229438735,170.4681334069744,170.10930663651448,169.10889603593085,182.5465708169112,193.7556816219691,203.83008508569904
2018-01-30,203.96126714688396,209.5966316551194,209.7149986659858,211.66328172360528,214.61873266818807,216.89326982252553,219.28998586989192,216.95357852801837,216.43151488196648,205.34382042230922,200.10828664825843,197.32173217421737,195.7723130062592,198.2227243709619,197.63088906936522,196.5074389547632,195.91718834386862,192.82173934160755,187.60205089524698,182.012790144551,178.38526670910989,174.3953489092476,161.16248208496253,153.3992552320914,145.45475765956238,142.97568715409798,143.3366064565923,142.71640697422254,142.353958307697,140.59474774279786,139.7022232498255,139.42010211392613,140.48005345263348,137.67583063635502,138.94536050234382,139.55654275066013,142.45132096206484,145.7290064280821,147.96681942751766,153.30673765692475,156.21403298004833,157.156913716149,157.4231693056368,162.1982669461098,169.25861942522084,167.19737627265405,180.0204162187904,195.49144626809223
2018-01-31,201.98785025063466,206.4698362222238,216.96983695716506,216.55862331927693,216.8037313624576,217.65544168895428,219.7142683650277,223.54475051682542,227.38854453419037,220.0127611179174,213.6169317031276,203.8837912980271,200.73911582328458,199.1397332784407,197.46531187350533,196.8563265997231,196.23768649523177,195.77883793059817,193.50223292254634,193.52246791679366,192.1395855119494,191.34961661214896,189.89704856549244,188.78108884174904,180.09419241213652,171.8270453678956,169.8420314860131,171.25907934431422,175.2332351157856,173.83293640196007,170.8325346396034,169.88636506475174,171.17445055560142,178.23712846701758,180.45563591391954,182.03834962221677,189.3879965265675,191.8058688804655,190.47793034984016,189.47131944212714,187.14212163011595,183.3279371417387,185.53053177955147,193.59567718483984,204.59302084725724,205.89939157725158,211.41793630495619,213.72654745475054
2018-02-01,218.23610410708932,215.37936914416917,213.72390816900108,212.4861633470694,209.55879804196456,210.09322001286827,218.5957954810727,222.7257165331989,221.02090118209554,217.94353235530465,219.09541671911347,217.8786178729298,213.58840932738633,214.11410849174382,204.07424034342418,200.83010962940125,197.28834244762575,197.35345599885164,196.9243114727844,196.4313004607731,196.02362911376224,194.53320054294102,194.28473994273497,195.17635377474215,195.2365816183977,198.46900763672056,188.1779357855994,175.24711514804298,174.27127958198506,175.47420648781844,178.30062725123975,182.87262141087666,178.6997570657243,181.68633484768162,183.37152835202525,184.2254259237418,180.98108765817452,173.18175044699385,179.01356177501196,175.08403581353502,177.48967210132975,174.481304585163,168.65111621783055,168.6324372599104,163.0590355837303,165.06185124767265,162.29073547879446,156.72649312079855
2018-02-02,154.35147124234086,159.5810978697833,166.29215077084683,169.0994003445212,170.5889950024691,169.73934349452105,177.1316198463759,177.96422509167147,179.52840737135685,174.56582412673487,162.57056660743683,160.14207878484888,153.61886576551035,152.67735047726612,151.80606063952774,154.28404303748295,154.0653876010645,149.4978168738175,146.92287464832555,145.93015158009328,151.25953687757195,150.7965581381368,150.73831662096703,149.7801321128097,141.47134470762742,138.94791796222805,152.0070940488539,152.47191355114734,151.38386795543585,140.442908888284,140.92013638985108,141.5128499660773,140.30749026329906,142.24017942755384,139.58057728704296,131.907853552451,130.24275893673158,132.10740125821926,128.34632358554322,128.9321789229736,130.80155804523326,127.92044514503415,130.0984634910384,128.2864677293881,135.42519447649232,133.17700826275572,129.55051498189536,118.90125325076792
2018-02-03,121.42825225095852,120.459897416235,121.79163376812107,123.81198294510251,125.60989045347087,125.67025879071683,125.95213086319612,127.69540234348209,128.11569776253168,129.64571227125964,125.89775854147788,127.19537194781225,123.7743673694025,130.67436350295546,127.79017040360405,121.09530871629055,118.79634553893756,122.85489164077323,121.17279554828673,122.45114917636553,121.2468256335968,116.53608660754811,115.5808549567778,117.7271073350426,117.80911467425108,118.85579549005062,119.91608837224304,119.83677489734397,118.38857584457958,121.25706084872215,122.45534240784603,122.32471299723576,122.06680889289333,121.1256870241742,123.02562845764533,121.10683607682394,119.5933280751901,120.57932020464548,122.29304981694987,124.73543396349416,127.64898617129086,125.89521612340562,125.32296257726469,124.93076187096635,129.14879200616568,127.54860224434708,129.29605418047854,129.3961311241125
2018-02-04,125.04384329606816,125.84776487922375,128.25991918067336,128.83560485170943,128.427713547287,129.88885239578408,130.8270309596432,133.18088774781415,132.65083688172894,131.49123803298065,128.70263454109391,124.96789277787042,122.28330159994768,122.02461623680557,121.07582464798,119.84532562473896,121.0614435186148,122.88196602912802,118.60533931859534,116.93782744896534,118.73551990212363,120.31978244230021,120.54020974887318,116.47864971519125,118.17080066703991,119.07763157615567,118.65048676405716,119.83315994160563,119.02763733676272,118.45463049822796,117.9918021361523,118.79090116185168,119.94791259238707,118.56120683813788,120.09184365907166,119.8524497343244,119.27328937718383,121.81719025676743,123.0643008191287,122.66602994717215,120.66352758031991,122.89131435365617,126.2001019712503,125.72661230049215,131.83429614707012,131.60203163268403,131.2041455079814,129.77800858303962
